original_url,redirected_url,is_redirected,page_size
https://en.wikipedia.org/wiki/Mario_Molina,https://en.wikipedia.org/wiki/Mario_Molina,False,52316
https://en.wikipedia.org/wiki/Wind_power,https://en.wikipedia.org/wiki/Wind_power,False,127402
https://en.wikipedia.org/wiki/Cement,https://en.wikipedia.org/wiki/Cement,False,83081
https://en.wikipedia.org/wiki/Biodiversity,https://en.wikipedia.org/wiki/Biodiversity,False,157510
https://en.wikipedia.org/wiki/Kyoto_Protocol,https://en.wikipedia.org/wiki/Kyoto_Protocol,False,158106
https://en.wikipedia.org/wiki/2019%E2%80%9320_Australian_bushfire_season,https://en.wikipedia.org/wiki/2019%E2%80%9320_Australian_bushfire_season,False,263286
https://en.wikipedia.org/wiki/Glacier,https://en.wikipedia.org/wiki/Glacier,False,85034
https://en.wikipedia.org/wiki/Gasoline,https://en.wikipedia.org/wiki/Gasoline,False,109926
https://en.wikipedia.org/wiki/Solar_energy,https://en.wikipedia.org/wiki/Solar_energy,False,76975
https://en.wikipedia.org/wiki/Natural_gas,https://en.wikipedia.org/wiki/Natural_gas,False,114516
https://en.wikipedia.org/wiki/Al_Gore,https://en.wikipedia.org/wiki/Al_Gore,False,211006
https://en.wikipedia.org/wiki/Petroleum,https://en.wikipedia.org/wiki/Petroleum,False,133052
https://en.wikipedia.org/wiki/Concrete,https://en.wikipedia.org/wiki/Concrete,False,135833
https://en.wikipedia.org/wiki/Coal,https://en.wikipedia.org/wiki/Coal,False,121179
https://en.wikipedia.org/wiki/Precipitation,https://en.wikipedia.org/wiki/Precipitation,False,81644
https://en.wikipedia.org/wiki/European_Green_Deal,https://en.wikipedia.org/wiki/European_Green_Deal,False,99258
https://en.wikipedia.org/wiki/Greenhouse_effect,https://en.wikipedia.org/wiki/Greenhouse_effect,False,87498
https://en.wikipedia.org/wiki/Fuel,https://en.wikipedia.org/wiki/Fuel,False,33541
https://en.wikipedia.org/wiki/Tropics,https://en.wikipedia.org/wiki/Tropics,False,18296
https://en.wikipedia.org/wiki/Drought,https://en.wikipedia.org/wiki/Drought,False,79293
https://en.wikipedia.org/wiki/Truck,https://en.wikipedia.org/wiki/Truck,False,86383
https://en.wikipedia.org/wiki/Tundra,https://en.wikipedia.org/wiki/Tundra,False,27212
https://en.wikipedia.org/wiki/Nuclear_power_by_country,https://en.wikipedia.org/wiki/Nuclear_power_by_country,False,12294
https://en.wikipedia.org/wiki/Tropical_disease,https://en.wikipedia.org/wiki/Tropical_disease,False,31759
https://en.wikipedia.org/wiki/Henrik_Svensmark,https://en.wikipedia.org/wiki/Henrik_Svensmark,False,36289
https://en.wikipedia.org/wiki/International_Geosphere-Biosphere_Programme,https://en.wikipedia.org/wiki/International_Geosphere-Biosphere_Programme,False,6692
https://en.wikipedia.org/wiki/REN21,https://en.wikipedia.org/wiki/REN21,False,14868
https://en.wikipedia.org/wiki/Sustainable_transport,https://en.wikipedia.org/wiki/Sustainable_transport,False,89851
https://en.wikipedia.org/wiki/Transport_in_the_United_Kingdom,https://en.wikipedia.org/wiki/Transport_in_the_United_Kingdom,False,52169
https://en.wikipedia.org/wiki/Marine_protected_area,https://en.wikipedia.org/wiki/Marine_protected_area,False,105281
https://en.wikipedia.org/wiki/European_Climate_Exchange,https://en.wikipedia.org/wiki/European_Climate_Exchange,False,5165
https://en.wikipedia.org/wiki/Extractivism,https://en.wikipedia.org/wiki/Extractivism,False,38194
https://en.wikipedia.org/wiki/Free-air_concentration_enrichment,https://en.wikipedia.org/wiki/Free-air_concentration_enrichment,False,7366
https://en.wikipedia.org/wiki/Robert_E._Dickinson,https://en.wikipedia.org/wiki/Robert_E._Dickinson,False,4901
https://en.wikipedia.org/wiki/Bali_Road_Map,https://en.wikipedia.org/wiki/Bali_Road_Map,False,9794
https://en.wikipedia.org/wiki/Paludiculture,https://en.wikipedia.org/wiki/Paludiculture,False,44242
https://en.wikipedia.org/wiki/Solid_fuel,https://en.wikipedia.org/wiki/Solid_fuel,False,13858
https://en.wikipedia.org/wiki/History_of_climate_change_science,https://en.wikipedia.org/wiki/History_of_climate_change_science,False,161019
https://en.wikipedia.org/wiki/List_of_countries_by_carbon_dioxide_emissions,https://en.wikipedia.org/wiki/List_of_countries_by_carbon_dioxide_emissions,False,156777
https://en.wikipedia.org/wiki/Stormwater,https://en.wikipedia.org/wiki/Stormwater,False,34549
https://en.wikipedia.org/wiki/Minister_of_the_Environment_and_Climate_Change_(Finland),https://en.wikipedia.org/wiki/Minister_of_the_Environment_and_Climate_Change_(Finland),False,10395
https://en.wikipedia.org/wiki/Coal-seam_fire,https://en.wikipedia.org/wiki/Coal-seam_fire,False,36701
https://en.wikipedia.org/wiki/Worldwatch_Institute,https://en.wikipedia.org/wiki/Worldwatch_Institute,False,8635
https://en.wikipedia.org/wiki/Effects_of_climate_change,https://en.wikipedia.org/wiki/Effects_of_climate_change,False,194448
https://en.wikipedia.org/wiki/Food_vs._fuel,https://en.wikipedia.org/wiki/Food_vs._fuel,False,98040
https://en.wikipedia.org/wiki/Climate_change_in_Germany,https://en.wikipedia.org/wiki/Climate_change_in_Germany,False,42282
https://en.wikipedia.org/wiki/Climate_change_in_Antarctica,https://en.wikipedia.org/wiki/Climate_change_in_Antarctica,False,111705
https://en.wikipedia.org/wiki/FERN,https://en.wikipedia.org/wiki/FERN,False,21419
https://en.wikipedia.org/wiki/Friends_of_Science,https://en.wikipedia.org/wiki/Friends_of_Science,False,37529
https://en.wikipedia.org/wiki/Yasun%C3%AD-ITT_Initiative,https://en.wikipedia.org/wiki/Yasun%C3%AD-ITT_Initiative,False,33398
https://en.wikipedia.org/wiki/Ecocho,https://en.wikipedia.org/wiki/Ecocho,False,3100
https://en.wikipedia.org/wiki/Fred_Pearce,https://en.wikipedia.org/wiki/Fred_Pearce,False,4880
https://en.wikipedia.org/wiki/Ogunlade_Davidson,https://en.wikipedia.org/wiki/Ogunlade_Davidson,False,2056
https://en.wikipedia.org/wiki/Model_output_statistics,https://en.wikipedia.org/wiki/Model_output_statistics,False,19378
https://en.wikipedia.org/wiki/Steven_E._Koonin,https://en.wikipedia.org/wiki/Steven_E._Koonin,False,31746
https://en.wikipedia.org/wiki/Multi-level_governance,https://en.wikipedia.org/wiki/Multi-level_governance,False,53213
https://en.wikipedia.org/wiki/Radiative_forcing,https://en.wikipedia.org/wiki/Radiative_forcing,False,74290
